label,ss
S1 nuclease protection assay evidence,[http://purl.obolibrary.org/obo/ECO_0005521]
motility wound healing assay evidence,[http://purl.obolibrary.org/obo/ECO_0001099]
two-electrode voltage clamp recording evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007219]
beta-galactosidase protein immunolocalization evidence,[http://purl.obolibrary.org/obo/ECO_0000301]
phenotypic similarity evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007824]
combinatorial computational evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007679]
zone of inhibition evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007628]
tissue ablation phenotypic evidence,[http://purl.obolibrary.org/obo/ECO_0000242]
chromatin immunoprecipitation-PCR evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005620]
anatomical perturbation phenotypic evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007728]
motility assay evidence,[http://purl.obolibrary.org/obo/ECO_0005803]
microscale thermophoresis evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006304]
in vitro deubiquitination assay evidence,[http://purl.obolibrary.org/obo/ECO_0001059]
conditional knockin evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001167]
regular expression motif search evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005662]
5C evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007131]
knockin evidence,[http://purl.obolibrary.org/obo/ECO_0001090]
transcript expression evidence,[http://purl.obolibrary.org/obo/ECO_0000009]
indirect Coombs test evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007599]
alkaline phosphatase reporter gene assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007499]
allograft transplantation phenotypic evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007343]
high throughput mutant phenotypic evidence,[http://purl.obolibrary.org/obo/ECO_0007000]
biological system reconstruction evidence by experimental evidence from mixed species used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005543]
two-dimensional polyacrylamide gel electrophoresis evidence,[http://purl.obolibrary.org/obo/ECO_0005503]
radioligand binding assay evidence,[http://purl.obolibrary.org/obo/ECO_0007008]
multiplex bead-based immunoassay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007439]
anti-sense experiment evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006050]
blocking polyclonal antibody evidence,[http://purl.obolibrary.org/obo/ECO_0001015]
computationally derived logical inference used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0005539]
phage display evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007443]
3C evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007742]
protein expression evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000284]
X-ray crystallography-based structural model with high relative B-factor values used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006223]
computationally derived logical inference from manual assertion used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0005541]
loss-of-function mutant phenotype evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007089]
pharmacological assay evidence,[http://purl.obolibrary.org/obo/ECO_0006053]
in vivo sumoylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001086]
turbidity measurement evidence,[http://purl.obolibrary.org/obo/ECO_0006263]
protein:ion binding evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007573]
high throughput expression pattern evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007590]
combinatorial evidence,[http://purl.obolibrary.org/obo/ECO_0000212]
site-directed spin-labelling electron paramagnetic resonance evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006289]
turbidity measurement evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006308]
ad-hoc qualitative phenotype observation evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007528]
no evidence data found used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000307]
curator inference from Britannica used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007756]
transmembrane domain prediction evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0000263]
ribohomopolymer binding assay evidence,[http://purl.obolibrary.org/obo/ECO_0000138]
whole-cell patch-clamp recording evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006015]
immunoperoxidase immunolocalization electron microscopy evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007495]
biofilm formation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007541]
super-resolution microscopy evidence,[http://purl.obolibrary.org/obo/ECO_0005578]
immunolocalization evidence,[http://purl.obolibrary.org/obo/ECO_0000087]
ex vivo assay evidence,[http://purl.obolibrary.org/obo/ECO_0005502]
curator inference from Wikipedia used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007754]
inference from background scientific knowledge used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007323]
scanning electron microscopy evidence,[http://purl.obolibrary.org/obo/ECO_0007045]
propidium iodide staining evidence,[http://purl.obolibrary.org/obo/ECO_0001114]
Boyden chamber assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007352]
chromatin immunoprecipitation-seq evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0005621]
"4',6-diamidino-2-phenylindole staining evidence",[http://purl.obolibrary.org/obo/ECO_0001037]
deubiquitination assay evidence,[http://purl.obolibrary.org/obo/ECO_0001552]
quantitative western immunoblotting evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006171]
ATP bioluminescence assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007159]
DNAse footprinting evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007507]
assertion method,[http://purl.obolibrary.org/obo/ECO_0000217]
S1 nuclease protection assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005666]
rapid divergence from ancestral sequence evidence,[http://purl.obolibrary.org/obo/ECO_0000215]
consensus search evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0005625]
methylation-specific polymerase chain reaction evidence,[http://purl.obolibrary.org/obo/ECO_0000077]
inference based on individual clinical experience used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007540]
TACE activity assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001268]
curator inference from authoritative source used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007833]
in vitro protein kinase assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001202]
WST-1 assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001261]
sustained current evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007276]
air-liquid interface assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007543]
high-performance liquid chromatography evidence,[http://purl.obolibrary.org/obo/ECO_0001052]
colony papillation assay phenotypic evidence,[http://purl.obolibrary.org/obo/ECO_0007067]
motif discovery evidence,[http://purl.obolibrary.org/obo/ECO_0005531]
high throughput nucleotide sequencing assay evidence,[http://purl.obolibrary.org/obo/ECO_0000221]
bacterial one-hybrid evidence,[http://purl.obolibrary.org/obo/ECO_0000294]
curator inference from MedlinePlus dictionary used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007761]
random mutagenesis evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005530]
chromatography evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007681]
cleavage arrested development evidence,[http://purl.obolibrary.org/obo/ECO_0000298]
pulsed-field gel electrophoresis evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007148]
in vivo protein kinase assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007421]
biological aspect of ancestor evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007328]
motility wound healing assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007436]
epitope-tagged protein immunolocalization evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007103]
colony boundary assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006246]
chromatin immunoprecipitation- exonuclease evidence,[http://purl.obolibrary.org/obo/ECO_0001806]
biological assay evidence,[http://purl.obolibrary.org/obo/ECO_0000094]
flow cytometry evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007487]
in vitro translation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001072]
cognitive assay phenotypic evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001149]
chromatography evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007680]
genomic context evidence,[http://purl.obolibrary.org/obo/ECO_0000177]
combinatorial computational evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007678]
alamarBlue assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001145]
eTag assay evidence,[http://purl.obolibrary.org/obo/ECO_0001045]
deacetylation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007692]
sequence similarity evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0000249]
curator inference from Britannica used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007836]
viral hemagglutination inhibition assay evidence,[http://purl.obolibrary.org/obo/ECO_0007029]
co-fractionation evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007208]
[3H]arachidonic acid release assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001142]
competitive binding evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006309]
co-localization evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007362]
protein kinase assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007687]
colony size phenotypic evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007627]
TACE activity assay evidence,[http://purl.obolibrary.org/obo/ECO_0001129]
motif similarity evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000257]
immunodepletion evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001188]
protein kinase assay evidence,[http://purl.obolibrary.org/obo/ECO_0001558]
genetic transformation evidence,[http://purl.obolibrary.org/obo/ECO_0005027]
in vitro demethylation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007397]
double mutant phenotypic evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006095]
protein inhibition evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007785]
Nimblegen array evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007304]
far-Western blotting evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006081]
mammalian 2-hybrid assay evidence,[http://purl.obolibrary.org/obo/ECO_0001095]
chromatin immunoprecipitation-chip evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0005618]
ribosome profiling evidence,[http://purl.obolibrary.org/obo/ECO_0007087]
no evidence data found used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007324]
colorimetric in situ hybridization evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0001840]
in vivo ubiquitination assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001222]
nuclease protection assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001240]
RNA dot blot assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007381]
mammalian 2-hybrid assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001229]
copper transport assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007604]
